name,five_ft_split,ten_ft_split,fifteen_ft_split,twenty_ft_split,twenty_five_ft_split,thirty_ft_split,thirty_five_ft_split,forty_ft_split,forty_five_ft_split,fifty_ft_split,fifty_five_ft_split,sixty_ft_split,sixty_five_ft_split,seventy_ft_split,seventy_five_ft_split,eighty_ft_split,eighty_five_ft_split,ninety_ft_split,ID,weight,height,bats,throws
"Lopez, Nicky",0.548,0.856,1.116,1.352,1.572,1.782,1.98,2.172,2.36,2.544,2.724,2.902,3.076,3.25,3.424,3.596,3.78,3.976,10998,180,71,L,R
"Lorenzen, Michael",0.55,0.83,1.07,1.31,1.52,1.73,1.92,2.1,2.29,2.46,2.64,2.81,2.98,3.15,3.32,3.48,3.65,3.81,11012,217,75,R,R
"Lough, David",0.52,0.795,1.04,1.27,1.49,1.7,1.9,2.09,2.275,2.455,2.635,2.815,2.99,3.16,3.33,3.5,3.67,3.85,11022,175,70,L,L
"Lowe, Brandon",0.5333333333,0.825,1.078333333,1.303333333,1.52,1.721666667,1.92,2.106666667,2.29,2.47,2.648333333,2.825,3.001666667,3.171666667,3.35,3.526666667,3.705,3.898333333,11043,185,70,L,R
"Lowe, Josh",0.54,0.83,1.09,1.31,1.53,1.725,1.92,2.11,2.28,2.46,2.635,2.805,2.975,3.145,3.31,3.48,3.65,3.825,11048,205,76,L,R
"Lowe, Nathaniel",0.538,0.85,1.114,1.352,1.576,1.79,1.992,2.188,2.376,2.566,2.75,2.932,3.112,3.29,3.468,3.646,3.824,4.012,11051,220,76,L,R
"Lowrie, Jed",0.5445454545,0.8490909091,1.116363636,1.363636364,1.597272727,1.816363636,2.025454545,2.227272727,2.421818182,2.615454545,2.805454545,2.991818182,3.178181818,3.365454545,3.552727273,3.745454545,3.942727273,4.147272727,11059,180,72,B,R
"Lucroy, Jonathan",0.558,0.876,1.154,1.412,1.65,1.878,2.09,2.298,2.502,2.696,2.892,3.086,3.274,3.464,3.652,3.842,4.034,4.234,11085,200,72,R,R
"Lugo, Dawel",0.545,0.845,1.11,1.35,1.58,1.79,1.995,2.19,2.375,2.56,2.74,2.915,3.09,3.265,3.435,3.6,3.775,3.955,11101,190,72,R,R
"Luplow, Jordan",0.5628571429,0.8771428571,1.15,1.394285714,1.622857143,1.838571429,2.041428571,2.24,2.428571429,2.614285714,2.795714286,2.975714286,3.154285714,3.328571429,3.504285714,3.678571429,3.852857143,4.037142857,11130,195,73,R,R
"Lux, Gavin",0.5425,0.8375,1.09,1.3225,1.54,1.74,1.935,2.1225,2.305,2.4825,2.6625,2.835,3.005,3.175,3.345,3.5125,3.685,3.8625,11145,190,74,L,R
"Machado, Dixon",0.5366666667,0.8266666667,1.086666667,1.33,1.556666667,1.77,1.976666667,2.17,2.363333333,2.546666667,2.73,2.91,3.086666667,3.263333333,3.44,3.613333333,3.79,3.98,11210,190,73,R,R
"Machado, Manny",0.56,0.8788888889,1.146666667,1.397777778,1.628888889,1.847777778,2.055555556,2.256666667,2.451111111,2.641111111,2.827777778,3.011111111,3.192222222,3.372222222,3.552222222,3.735555556,3.916666667,4.104444444,11213,218,75,R,R
"Madris, Bligh",0.55,0.86,1.13,1.36,1.59,1.8,2,2.19,2.38,2.57,2.75,2.93,3.11,3.29,3.46,3.64,3.81,4.01,11280,208,72,L,R
"Madrigal, Nick",0.5525,0.8675,1.1275,1.365,1.5825,1.795,1.9925,2.185,2.375,2.5575,2.7375,2.9175,3.09,3.2675,3.4375,3.615,3.7875,3.9775,11282,175,68,R,R
"Mahtook, Mikie",0.5475,0.84,1.095,1.335,1.56,1.7725,1.97,2.16,2.3475,2.5275,2.705,2.8825,3.055,3.2275,3.395,3.565,3.735,3.9075,11338,220,74,R,R
"Maile, Luke",0.5483333333,0.86,1.13,1.378333333,1.61,1.828333333,2.036666667,2.238333333,2.433333333,2.628333333,2.818333333,3.003333333,3.191666667,3.38,3.56,3.748333333,3.936666667,4.13,11341,225,75,R,R
"Mancini, Trey",0.565,0.8883333333,1.168333333,1.42,1.655,1.876666667,2.086666667,2.295,2.493333333,2.688333333,2.878333333,3.073333333,3.256666667,3.445,3.631666667,3.816666667,4.001666667,4.196666667,11408,230,75,R,R
"Marcano, Tucupita",0.5333333333,0.8333333333,1.09,1.323333333,1.54,1.743333333,1.943333333,2.13,2.316666667,2.496666667,2.676666667,2.85,3.023333333,3.196666667,3.37,3.543333333,3.73,3.933333333,11478,180,72,L,R
"Margot, Manuel",0.55,0.85375,1.1075,1.34125,1.5575,1.76125,1.95875,2.145,2.32625,2.50625,2.67875,2.85125,3.02125,3.19,3.35875,3.5275,3.69375,3.87,11486,180,71,R,R
"Marisnick, Jake",0.54,0.8325,1.08875,1.3225,1.545,1.7525,1.9525,2.1425,2.32375,2.50625,2.6825,2.85625,3.0275,3.19625,3.36625,3.535,3.70375,3.8825,11495,220,76,R,R
"Markakis, Nick",0.54,0.8416666667,1.113333333,1.361666667,1.596666667,1.818333333,2.026666667,2.231666667,2.428333333,2.623333333,2.813333333,3.001666667,3.188333333,3.376666667,3.561666667,3.75,3.946666667,4.145,11498,210,73,L,L
"Marrero, Deven",0.5433333333,0.85,1.116666667,1.363333333,1.593333333,1.806666667,2.01,2.213333333,2.406666667,2.596666667,2.783333333,2.97,3.15,3.33,3.51,3.69,3.873333333,4.063333333,11528,190,72,R,R
"Marsh, Brandon",0.5366666667,0.83,1.083333333,1.313333333,1.523333333,1.723333333,1.92,2.103333333,2.29,2.466666667,2.64,2.813333333,2.983333333,3.153333333,3.323333333,3.486666667,3.656666667,3.84,11538,215,76,L,R
"Marte, Jefry",0.5475,0.845,1.11,1.3525,1.5775,1.79,1.995,2.1875,2.375,2.5575,2.7375,2.9175,3.09,3.265,3.4325,3.6025,3.775,3.95,11564,220,73,R,R
"Marte, Ketel",0.5444444444,0.8472222222,1.104444444,1.342777778,1.562222222,1.770555556,1.97,2.162777778,2.346666667,2.529444444,2.708333333,2.886111111,3.061666667,3.237777778,3.411666667,3.588888889,3.77,3.964444444,11566,210,73,B,R
"Marte, Starling",0.5511111111,0.8522222222,1.106666667,1.337777778,1.555555556,1.761111111,1.957777778,2.142222222,2.326666667,2.503333333,2.68,2.85,3.022222222,3.19,3.354444444,3.522222222,3.69,3.866666667,11570,201,73,R,R
"Martin, Jason",0.525,0.825,1.085,1.325,1.545,1.76,1.96,2.15,2.34,2.525,2.705,2.885,3.06,3.23,3.405,3.58,3.765,3.93,11611,185,69,L,R
"Martin, Leonys",0.534,0.816,1.068,1.306,1.53,1.742,1.942,2.132,2.32,2.502,2.68,2.856,3.032,3.206,3.38,3.556,3.738,3.932,11625,200,74,L,R
"Martinez, Michael",0.52,0.8,1.06,1.3,1.52,1.73,1.93,2.12,2.31,2.49,2.67,2.84,3.02,3.19,3.37,3.54,3.73,3.94,11631,180,69,B,R
"Martini, Nick",0.535,0.83,1.09,1.33,1.56,1.775,1.98,2.18,2.37,2.56,2.745,2.925,3.11,3.29,3.475,3.66,3.86,4.065,11634,205,71,L,L
"Martin, Richie",0.53,0.825,1.08,1.31,1.53,1.73,1.925,2.115,2.295,2.47,2.65,2.82,2.995,3.165,3.33,3.495,3.665,3.835,11649,190,72,R,R
"Martin, Russell",0.554,0.876,1.156,1.42,1.66,1.888,2.104,2.312,2.518,2.716,2.912,3.104,3.292,3.48,3.668,3.858,4.054,4.254,11651,215,70,R,R
"Martinez, Victor",0.5416666667,0.8566666667,1.14,1.41,1.658333333,1.893333333,2.115,2.331666667,2.543333333,2.753333333,2.955,3.161666667,3.363333333,3.568333333,3.771666667,3.978333333,4.196666667,4.43,11663,235,74,B,R
"Massey, Michael",0.53,0.835,1.095,1.33,1.55,1.76,1.96,2.155,2.345,2.53,2.71,2.895,3.07,3.245,3.425,3.61,3.79,3.985,11689,190,72,L,R
"Mastrobuoni, Miles",0.53,0.84,1.1,1.33,1.55,1.75,1.95,2.14,2.33,2.51,2.69,2.86,3.03,3.21,3.38,3.55,3.72,3.91,11699,185,71,L,R
"Mateo, Jorge",0.56,0.87,1.126666667,1.353333333,1.57,1.77,1.96,2.143333333,2.32,2.496666667,2.666666667,2.83,2.996666667,3.16,3.32,3.483333333,3.646666667,3.813333333,11705,182,72,R,R
"Mathis, Jeff",0.55,0.862,1.138,1.396,1.636,1.862,2.076,2.286,2.492,2.694,2.888,3.084,3.274,3.468,3.658,3.848,4.042,4.244,11723,205,72,R,R
"Mathias, Mark",0.54,0.86,1.13,1.37,1.59,1.805,2.005,2.205,2.395,2.58,2.77,2.95,3.13,3.305,3.485,3.665,3.84,4.03,11725,200,72,R,R
"Maton, Nick",0.545,0.845,1.105,1.345,1.565,1.78,1.98,2.175,2.365,2.555,2.735,2.925,3.1,3.28,3.46,3.64,3.835,4.035,11732,178,74,L,R
"Matos, Luis",0.55,0.87,1.14,1.38,1.6,1.81,2.01,2.21,2.4,2.59,2.77,2.95,3.13,3.31,3.49,3.66,3.84,4.03,11736,210,74,R,R
"Mauer, Joe",0.5325,0.8325,1.1,1.3525,1.585,1.81,2.02,2.2275,2.425,2.6225,2.8175,3.0075,3.1925,3.38,3.565,3.755,3.9475,4.155,11775,225,77,L,R
"Maxwell, Bruce",0.5266666667,0.8366666667,1.126666667,1.393333333,1.64,1.873333333,2.1,2.31,2.523333333,2.733333333,2.936666667,3.14,3.34,3.54,3.75,3.96,4.183333333,4.43,11792,250,73,L,R
"Maxwell, Justin",0.53,0.82,1.06,1.29,1.51,1.71,1.91,2.1,2.28,2.46,2.63,2.8,2.97,3.14,3.3,3.47,3.63,3.79,11795,225,76,R,R
"Maybin, Cameron",0.5383333333,0.825,1.081666667,1.316666667,1.533333333,1.741666667,1.938333333,2.13,2.31,2.491666667,2.671666667,2.841666667,3.015,3.185,3.351666667,3.521666667,3.69,3.868333333,11799,215,75,R,R
"Mayfield, Jack",0.55,0.8566666667,1.123333333,1.363333333,1.59,1.803333333,2.006666667,2.206666667,2.403333333,2.59,2.78,2.963333333,3.15,3.333333333,3.513333333,3.693333333,3.88,4.066666667,11814,190,71,R,R
"Mazara, Nomar",0.5514285714,0.8628571429,1.132857143,1.381428571,1.612857143,1.83,2.037142857,2.238571429,2.434285714,2.627142857,2.814285714,3,3.184285714,3.367142857,3.548571429,3.737142857,3.932857143,4.138571429,11838,224,76,L,L
"Mazeika, Patrick",0.555,0.89,1.175,1.425,1.665,1.89,2.105,2.31,2.52,2.715,2.91,3.11,3.305,3.5,3.69,3.885,4.085,4.3,11839,216,74,L,R
"McBroom, Ryan",0.56,0.87,1.15,1.4,1.64,1.86,2.07,2.27,2.47,2.66,2.85,3.03,3.22,3.4,3.58,3.76,3.94,4.13,11879,220,75,R,L
"McCann, Brian",0.546,0.872,1.17,1.448,1.706,1.952,2.186,2.414,2.636,2.852,3.068,3.28,3.496,3.704,3.92,4.14,4.374,4.616,11896,225,75,L,R
"McCann, James",0.5622222222,0.8866666667,1.166666667,1.418888889,1.656666667,1.878888889,2.091111111,2.294444444,2.492222222,2.687777778,2.877777778,3.066666667,3.25,3.433333333,3.617777778,3.801111111,3.988888889,4.186666667,11900,232,74,R,R
"McCarthy, Jake",0.54,0.84,1.09,1.315,1.525,1.725,1.915,2.1,2.275,2.455,2.625,2.785,2.955,3.115,3.275,3.445,3.615,3.785,11911,215,74,L,L
"McCormick, Chas",0.5566666667,0.8633333333,1.12,1.356666667,1.576666667,1.78,1.98,2.17,2.353333333,2.536666667,2.713333333,2.886666667,3.06,3.23,3.4,3.57,3.74,3.92,11965,208,72,R,L
"McCutchen, Andrew",0.5433333333,0.8477777778,1.11,1.348888889,1.573333333,1.783333333,1.983333333,2.176666667,2.363333333,2.545555556,2.724444444,2.9,3.073333333,3.246666667,3.414444444,3.584444444,3.754444444,3.93,12001,195,71,R,R
"McGehee, Casey",0.56,0.875,1.145,1.405,1.645,1.88,2.095,2.3,2.505,2.705,2.9,3.095,3.29,3.485,3.67,3.865,4.06,4.27,12087,220,73,R,R
"McGuire, Reese",0.554,0.878,1.158,1.408,1.642,1.862,2.074,2.278,2.476,2.672,2.866,3.056,3.244,3.432,3.624,3.814,4.016,4.232,12140,218,72,L,R
"McKenry, Michael",0.54,0.85,1.12,1.37,1.61,1.83,2.04,2.25,2.45,2.64,2.83,3.01,3.2,3.38,3.56,3.75,3.93,4.13,12185,205,70,R,R
"McKenna, Ryan",0.54,0.8566666667,1.113333333,1.346666667,1.556666667,1.76,1.956666667,2.146666667,2.326666667,2.503333333,2.683333333,2.853333333,3.023333333,3.2,3.366666667,3.53,3.696666667,3.87,12187,195,71,R,R
"McKinney, Billy",0.534,0.832,1.092,1.332,1.558,1.768,1.976,2.174,2.364,2.55,2.736,2.92,3.1,3.28,3.458,3.638,3.82,4.012,12194,205,73,L,L
"McKinstry, Zach",0.5533333333,0.8633333333,1.123333333,1.36,1.576666667,1.786666667,1.98,2.173333333,2.363333333,2.543333333,2.723333333,2.9,3.076666667,3.25,3.42,3.596666667,3.773333333,3.97,12197,180,72,L,R
"McMahon, Ryan",0.5316666667,0.8283333333,1.095,1.338333333,1.566666667,1.786666667,1.995,2.193333333,2.39,2.58,2.77,2.961666667,3.145,3.331666667,3.52,3.71,3.911666667,4.126666667,12237,219,74,L,R
"McNeil, Jeff",0.5566666667,0.87,1.133333333,1.371666667,1.595,1.806666667,2.005,2.198333333,2.388333333,2.573333333,2.753333333,2.93,3.108333333,3.283333333,3.456666667,3.635,3.831666667,4.021666667,12277,192,72,L,R
"Meadows, Austin",0.535,0.83,1.0875,1.3275,1.5475,1.755,1.9575,2.15,2.34,2.525,2.705,2.885,3.06,3.2375,3.4125,3.5875,3.77,3.9625,12317,225,75,L,L
"Melendez, MJ",0.55,0.865,1.125,1.365,1.59,1.805,2.005,2.2,2.39,2.575,2.76,2.94,3.12,3.3,3.475,3.65,3.835,4.04,12385,190,73,L,R
"Mendick, Danny",0.5625,0.89,1.1625,1.41,1.6375,1.86,2.065,2.2725,2.47,2.665,2.8575,3.0475,3.2375,3.4225,3.6125,3.8,3.99,4.1825,12411,195,70,R,R
"Meneses, Joey",0.565,0.895,1.17,1.42,1.66,1.88,2.09,2.295,2.495,2.695,2.885,3.08,3.27,3.46,3.65,3.835,4.03,4.235,12421,215,75,R,R
"Mercer, Jordy",0.5533333333,0.8583333333,1.125,1.371666667,1.601666667,1.818333333,2.025,2.225,2.42,2.608333333,2.795,2.978333333,3.158333333,3.336666667,3.516666667,3.69,3.87,4.053333333,12438,210,75,R,R
"Merrifield, Whit",0.56125,0.88125,1.14625,1.385,1.605,1.81375,2.0125,2.2075,2.38875,2.5725,2.7525,2.9225,3.09875,3.26875,3.4375,3.605,3.77625,3.9525,12464,195,73,R,R
"Mesoraco, Devin",0.5566666667,0.8666666667,1.146666667,1.403333333,1.643333333,1.863333333,2.076666667,2.28,2.48,2.68,2.87,3.06,3.25,3.433333333,3.623333333,3.803333333,3.99,4.186666667,12474,229,73,R,R
"Meyers, Jake",0.5366666667,0.8433333333,1.096666667,1.326666667,1.536666667,1.736666667,1.933333333,2.12,2.303333333,2.48,2.653333333,2.83,3,3.17,3.333333333,3.503333333,3.673333333,3.85,12512,200,72,R,L
"Middlebrooks, Will",0.54,0.83,1.08,1.32,1.55,1.77,1.98,2.17,2.37,2.55,2.74,2.92,3.1,3.27,3.45,3.62,3.8,3.98,12537,220,75,R,R
"Miller, Brad",0.5533333333,0.8622222222,1.127777778,1.371111111,1.602222222,1.815555556,2.023333333,2.22,2.411111111,2.596666667,2.783333333,2.964444444,3.145555556,3.322222222,3.501111111,3.684444444,3.871111111,4.065555556,12580,195,74,L,R
"Miller, Owen",0.55,0.8666666667,1.13,1.363333333,1.583333333,1.79,1.99,2.18,2.366666667,2.546666667,2.723333333,2.893333333,3.07,3.236666667,3.406666667,3.576666667,3.736666667,3.91,12635,185,72,R,R
"Miranda, Jose",0.57,0.905,1.18,1.435,1.665,1.88,2.09,2.3,2.495,2.685,2.88,3.07,3.25,3.44,3.625,3.81,4,4.19,12727,210,74,R,R
"Mitchell, Cal",0.53,0.84,1.11,1.36,1.59,1.8,2.01,2.21,2.41,2.6,2.79,2.98,3.17,3.36,3.55,3.75,3.96,4.19,12738,205,72,L,L
"Mitchell, Garrett",0.545,0.835,1.075,1.3,1.505,1.7,1.885,2.07,2.25,2.42,2.59,2.76,2.925,3.09,3.255,3.415,3.585,3.76,12745,215,75,L,R
"Molina, Yadier",0.5775,0.9225,1.22125,1.49375,1.74875,1.9925,2.22125,2.4475,2.6625,2.8775,3.08625,3.2925,3.5,3.70375,3.9075,4.11625,4.325,4.5475,12797,225,71,R,R
"Mondesi, Adalberto",0.5316666667,0.8133333333,1.058333333,1.283333333,1.495,1.696666667,1.886666667,2.066666667,2.241666667,2.413333333,2.58,2.75,2.911666667,3.071666667,3.233333333,3.393333333,3.558333333,3.73,12816,200,73,B,R
"Moniak, Mickey",0.53,0.83,1.085,1.315,1.53,1.73,1.925,2.11,2.295,2.47,2.645,2.82,2.985,3.155,3.325,3.495,3.67,3.86,12821,195,74,L,R
"Montero, Elehuris",0.565,0.895,1.175,1.425,1.655,1.875,2.08,2.285,2.48,2.67,2.86,3.05,3.235,3.42,3.6,3.78,3.96,4.15,12837,235,75,R,R
"Montero, Jesus",0.56,0.87,1.14,1.4,1.64,1.86,2.08,2.29,2.49,2.68,2.87,3.06,3.25,3.43,3.61,3.79,3.97,4.16,12839,235,75,R,R
"Montero, Miguel",0.5333333333,0.8333333333,1.113333333,1.38,1.623333333,1.86,2.08,2.3,2.506666667,2.713333333,2.92,3.12,3.326666667,3.523333333,3.73,3.943333333,4.166666667,4.406666667,12842,221,71,L,R
"Moore, Dylan",0.558,0.882,1.15,1.388,1.614,1.824,2.028,2.222,2.412,2.594,2.782,2.962,3.138,3.314,3.49,3.66,3.84,4.018,12885,205,72,R,R
"Moore, Tyler",0.545,0.85,1.115,1.365,1.605,1.825,2.04,2.24,2.44,2.64,2.83,3.02,3.205,3.39,3.58,3.765,3.955,4.15,12917,220,74,R,R
"Morales, Kendrys",0.5633333333,0.8944444444,1.182222222,1.45,1.698888889,1.931111111,2.157777778,2.373333333,2.583333333,2.79,2.994444444,3.197777778,3.401111111,3.6,3.804444444,4.011111111,4.223333333,4.45,12930,242,73,B,R
"Moran, Colin",0.554,0.878,1.158,1.416,1.658,1.884,2.106,2.318,2.526,2.728,2.93,3.13,3.328,3.528,3.726,3.932,4.146,4.378,12942,225,76,L,R
"Morel, Christopher",0.555,0.87,1.13,1.37,1.59,1.795,1.99,2.185,2.365,2.55,2.725,2.9,3.075,3.245,3.41,3.58,3.75,3.93,12960,140,72,R,R
"Moreland, Mitch",0.5585714286,0.8757142857,1.151428571,1.407142857,1.645714286,1.871428571,2.091428571,2.298571429,2.501428571,2.7,2.897142857,3.091428571,3.282857143,3.474285714,3.667142857,3.858571429,4.06,4.278571429,12963,245,75,L,L
"Moreno, Gabriel",0.545,0.865,1.13,1.37,1.59,1.8,1.995,2.19,2.375,2.56,2.74,2.915,3.09,3.26,3.44,3.61,3.785,3.965,12968,195,71,R,R
"Morneau, Justin",0.55,0.855,1.135,1.395,1.64,1.87,2.095,2.31,2.515,2.715,2.92,3.115,3.31,3.51,3.7,3.9,4.105,4.32,13011,220,76,L,R
"Moroff, Max",0.53,0.82,1.07,1.31,1.53,1.73,1.93,2.12,2.3,2.48,2.66,2.83,3,3.17,3.34,3.51,3.69,3.87,13012,190,70,B,R
"Morrison, Logan",0.5275,0.8225,1.0825,1.3325,1.5625,1.7825,1.99,2.19,2.3825,2.5725,2.7625,2.945,3.1325,3.3125,3.495,3.6775,3.865,4.06,13044,245,75,L,L
"Moss, Brandon",0.54,0.83,1.09,1.333333333,1.563333333,1.78,1.983333333,2.183333333,2.376666667,2.566666667,2.753333333,2.943333333,3.123333333,3.306666667,3.49,3.67,3.863333333,4.06,13086,210,73,L,R
"Motter, Taylor",0.56,0.8675,1.1375,1.3825,1.6125,1.825,2.03,2.23,2.4225,2.61,2.7975,2.98,3.1625,3.3425,3.525,3.7,3.8825,4.075,13104,195,73,R,R
"Mountcastle, Ryan",0.5625,0.8925,1.1575,1.3975,1.6225,1.83,2.03,2.2275,2.4125,2.6,2.78,2.9575,3.13,3.305,3.48,3.65,3.8225,4,13113,230,76,R,R
"Moustakas, Mike",0.55,0.8714285714,1.154285714,1.414285714,1.655714286,1.881428571,2.097142857,2.307142857,2.512857143,2.71,2.907142857,3.104285714,3.295714286,3.488571429,3.681428571,3.882857143,4.091428571,4.321428571,13114,225,72,L,R
"Moya, Steven",0.54,0.83,1.1,1.35,1.59,1.8,2.01,2.21,2.4,2.59,2.78,2.96,3.14,3.32,3.5,3.68,3.87,4.05,13121,260,79,L,R
"Mullins, Cedric",0.54,0.83,1.08,1.308,1.52,1.722,1.92,2.104,2.286,2.462,2.638,2.808,2.978,3.148,3.316,3.484,3.658,3.84,13158,175,68,L,L
"Muncy, Max",0.5285714286,0.8185714286,1.077142857,1.314285714,1.535714286,1.748571429,1.951428571,2.145714286,2.334285714,2.521428571,2.701428571,2.884285714,3.062857143,3.241428571,3.42,3.597142857,3.784285714,3.977142857,13179,215,72,L,R
"Murphy, David",0.54,0.83,1.08,1.32,1.55,1.77,1.98,2.18,2.38,2.57,2.75,2.94,3.12,3.3,3.48,3.66,3.85,4.04,13230,210,75,L,L
"Murphy, Daniel",0.56,0.8833333333,1.161666667,1.41,1.645,1.866666667,2.076666667,2.278333333,2.476666667,2.671666667,2.865,3.051666667,3.236666667,3.423333333,3.61,3.795,3.99,4.191666667,13231,223,73,L,R
"Murphy, Sean",0.56,0.885,1.155,1.4,1.6275,1.845,2.0525,2.255,2.45,2.6425,2.835,3.0225,3.21,3.3925,3.5775,3.765,3.95,4.1475,13254,228,75,R,R
"Murphy, Tom",0.5475,0.855,1.1225,1.365,1.59,1.8075,2.015,2.215,2.4075,2.6,2.7875,2.97,3.1525,3.335,3.52,3.6975,3.8825,4.07,13256,185,75,R,R
"Murphy, Tom",0.5475,0.855,1.1225,1.365,1.59,1.8075,2.015,2.215,2.4075,2.6,2.7875,2.97,3.1525,3.335,3.52,3.6975,3.8825,4.07,13258,206,73,R,R
"Myers, Wil",0.5455555556,0.8433333333,1.101111111,1.337777778,1.56,1.77,1.97,2.162222222,2.348888889,2.531111111,2.711111111,2.887777778,3.064444444,3.234444444,3.405555556,3.575555556,3.75,3.928888889,13329,207,75,R,R
"Napoli, Mike",0.56,0.8733333333,1.153333333,1.413333333,1.653333333,1.88,2.1,2.31,2.513333333,2.713333333,2.913333333,3.113333333,3.303333333,3.496666667,3.686666667,3.886666667,4.08,4.296666667,13359,225,73,R,R
"Naquin, Tyler",0.5342857143,0.8314285714,1.094285714,1.335714286,1.56,1.771428571,1.975714286,2.17,2.361428571,2.55,2.73,2.91,3.088571429,3.264285714,3.444285714,3.621428571,3.804285714,3.995714286,13360,195,74,L,R
"Nava, Daniel",0.5325,0.8325,1.105,1.3575,1.5925,1.8125,2.025,2.2275,2.425,2.62,2.81,3,3.185,3.375,3.5625,3.7525,3.95,4.15,13383,195,70,B,L
"Navarro, Dioner",0.56,0.89,1.19,1.465,1.715,1.96,2.185,2.405,2.62,2.835,3.045,3.255,3.455,3.665,3.87,4.08,4.295,4.53,13385,215,69,B,R
"Navarro, Efren",0.54,0.83,1.1,1.35,1.59,1.81,2.03,2.23,2.43,2.63,2.82,3.01,3.2,3.39,3.57,3.76,3.95,4.16,13386,210,72,L,L
"Naylor, Bo",0.54,0.85,1.1,1.34,1.57,1.77,1.98,2.17,2.36,2.55,2.73,2.91,3.09,3.26,3.44,3.62,3.8,4,13394,205,72,L,R
"Naylor, Josh",0.55,0.866,1.134,1.382,1.61,1.824,2.03,2.228,2.424,2.614,2.798,2.986,3.166,3.35,3.536,3.718,3.914,4.118,13396,250,71,L,L
"Neuse, Sheldon",0.54,0.86,1.13,1.375,1.605,1.825,2.03,2.23,2.43,2.62,2.81,2.99,3.18,3.36,3.545,3.73,3.915,4.115,13475,232,72,R,R
"Nevin, Tyler",0.56,0.895,1.165,1.415,1.65,1.875,2.085,2.29,2.495,2.695,2.89,3.08,3.275,3.465,3.655,3.845,4.045,4.25,13481,225,76,R,R
"Newman, Kevin",0.5483333333,0.8633333333,1.125,1.365,1.586666667,1.798333333,1.998333333,2.195,2.385,2.566666667,2.75,2.93,3.108333333,3.28,3.453333333,3.625,3.798333333,3.976666667,13501,195,72,R,R
"Ngoepe, Gift",0.52,0.81,1.06,1.3,1.53,1.74,1.94,2.13,2.31,2.5,2.68,2.86,3.03,3.2,3.37,3.54,3.71,3.88,13510,200,68,R,R
"Nieuwenhuis, Kirk",0.545,0.845,1.1,1.345,1.575,1.79,2,2.195,2.39,2.58,2.765,2.945,3.13,3.31,3.49,3.675,3.865,4.06,13565,225,75,L,R
"Nimmo, Brandon",0.53375,0.825,1.07875,1.31125,1.52875,1.73375,1.93,2.11875,2.3025,2.4825,2.66,2.83375,3.00625,3.1775,3.3475,3.5175,3.6925,3.87125,13578,202,75,L,R
"Nogowski, John",0.59,0.93,1.21,1.47,1.71,1.94,2.17,2.38,2.59,2.79,2.99,3.19,3.38,3.57,3.76,3.95,4.16,4.36,13604,245,72,R,L
"Nola, Austin",0.568,0.902,1.186,1.438,1.674,1.9,2.114,2.316,2.514,2.714,2.906,3.096,3.284,3.468,3.652,3.838,4.024,4.224,13607,197,72,R,R
"Nootbaar, Lars",0.5466666667,0.8533333333,1.113333333,1.346666667,1.566666667,1.776666667,1.98,2.173333333,2.36,2.54,2.72,2.896666667,3.076666667,3.246666667,3.423333333,3.6,3.78,3.97,13622,210,75,L,R
"Norris, Derek",0.55,0.8633333333,1.13,1.38,1.61,1.826666667,2.036666667,2.236666667,2.43,2.62,2.806666667,2.986666667,3.17,3.35,3.526666667,3.7,3.88,4.06,13637,235,72,R,R
"O'Brien, Peter",0.545,0.845,1.12,1.375,1.605,1.83,2.04,2.24,2.435,2.625,2.82,3.01,3.19,3.375,3.56,3.745,3.925,4.12,13727,225,76,R,R
"Odor, Rougned",0.5322222222,0.8255555556,1.082222222,1.314444444,1.535555556,1.746666667,1.945555556,2.137777778,2.327777778,2.511111111,2.693333333,2.871111111,3.048888889,3.223333333,3.396666667,3.575555556,3.756666667,3.943333333,13768,200,71,L,R
"O'Hearn, Ryan",0.5333333333,0.835,1.096666667,1.336666667,1.56,1.771666667,1.971666667,2.163333333,2.351666667,2.538333333,2.718333333,2.898333333,3.078333333,3.253333333,3.43,3.605,3.783333333,3.975,13797,220,75,L,L
"O'Hoppe, Logan",0.55,0.87,1.14,1.38,1.6,1.81,2.02,2.21,2.4,2.59,2.78,2.96,3.14,3.31,3.49,3.67,3.85,4.03,13804,185,74,R,R
"Ohtani, Shohei",0.545,0.8416666667,1.096666667,1.325,1.543333333,1.748333333,1.945,2.131666667,2.316666667,2.495,2.671666667,2.846666667,3.02,3.188333333,3.356666667,3.526666667,3.701666667,3.886666667,13806,210,76,L,R
"Olivares, Edward",0.55,0.8625,1.1225,1.3525,1.57,1.775,1.9675,2.16,2.345,2.5275,2.705,2.88,3.0525,3.22,3.3925,3.5575,3.73,3.9075,13830,190,74,R,R
"Olson, Matt",0.5571428571,0.88,1.158571429,1.41,1.648571429,1.871428571,2.088571429,2.295714286,2.497142857,2.695714286,2.891428571,3.084285714,3.275714286,3.464285714,3.651428571,3.845714286,4.044285714,4.254285714,13869,225,77,L,R
"Olt, Mike",0.6,0.9,1.16,1.41,1.64,1.86,2.07,2.28,2.47,2.66,2.85,3.03,3.21,3.39,3.57,3.74,3.93,4.11,13873,210,74,R,R
"O'Malley, Shawn",0.53,0.81,1.06,1.3,1.52,1.73,1.92,2.11,2.295,2.47,2.65,2.82,2.99,3.16,3.33,3.495,3.665,3.845,13876,175,71,B,R
